intent,text,response
miras,Mirasçı Kimdir ve Yasal Mirasçılar Kimlerdir? ,"Mirasçı, vefat eden bir kişinin (murisin) malvarlığı değerleri (miras) üzerinde hak sahibi olan kişidir. Yasal mirasçılar, kanun tarafından belirlenen ve miras bırakanın iradesi olmasa dahi mirasçı olan kişilerdir. Türk Medeni Kanunu'na göre yasal mirasçılar zümre sistemine göre belirlenir:
Birinci Zümre: Murisin altsoyu (çocukları, torunları vb.).
İkinci Zümre: Murisin anne ve babası ile onların altsoyu (kardeşler, yeğenler vb.).
Üçüncü Zümre: Murisin büyük anne ve büyük babaları ile onların altsoyu (amcalar, halalar, dayılar, teyzeler vb.).
Sağ Kalan Eş: Her zümre ile belirli oranlarda mirasçı olur.
Kaynak: Türk Medeni Kanunu (TMK) m. 495-501.
"
icra_takibi,Ne Tür Alacaklar İçin İcra Takibi Başlatılabilir? ,"İcra takibi, kanunen tahsil edilebilir nitelikte olan her türlü para ve teminat alacağı için başlatılabilir. Buna çek, senet, fatura, mahkeme kararıyla hükmedilmiş alacaklar (nafaka, tazminat), kira alacakları ve sözleşmeden doğan diğer borçlar dahildir.
Kaynak: İcra ve İflas Kanunu'nun ilgili maddeleri (örneğin, İİK m. 42 ve devamı).
"
isim_degistirme,İsim Değiştirme Kararı Kesinleştikten Sonra Ne Yapılır? ,"Mahkemece verilen isim değiştirme kararı kesinleştikten sonra, ilgili mahkeme karar örneğini Nüfus Müdürlüğü'ne gönderir. Nüfus Müdürlüğü, mahkeme kararı doğrultusunda kişinin nüfus kaydındaki ismini değiştirir. Bu değişiklik sonrası kişinin kimlik kartı, pasaport gibi resmi belgelerini de yeni ismine göre güncellemesi gerekmektedir. İsim değişikliği, kişinin tüm hukuki işlem ve belgelerinde geçerli olur.
Kaynak: Nüfus Hizmetleri Kanunu'nun ilgili maddeleri ve Türk Medeni Kanunu (TMK) m. 27.
"
sicil_temizleme,Sicil Temizleme (Adli Sicil Kaydının Silinmesi) Nedir? ,"Sicil temizleme, kişinin hakkında verilen kesinleşmiş mahkeme kararlarına ilişkin bilgilerin (hükümlülük, hapis cezası vb.) adli sicil kaydından silinerek, bu bilgilerin resmi kayıtlarda görünmemesini sağlamak işlemidir. Amaç, kişinin toplumsal ve ekonomik hayata yeniden entegrasyonunu kolaylaştırmak, iş başvuruları veya resmi işlemler sırasında karşılaşılabilecek engelleri ortadan kaldırmaktır.
Kaynak: 5352 sayılı Adli Sicil Kanunu m. 9.
"
uzaklastirma_emri,Uzaklaştırma Kararı Nedir ve Amacı Nedir? ,"Uzaklaştırma kararı, Ailenin Korunması ve Kadına Karşı Şiddetin Önlenmesine Dair Kanun (6284 sayılı Kanun) kapsamında, şiddete uğrayan veya uğrama tehlikesi bulunan kişiyi (mağduru) korumak amacıyla verilen bir tedbir kararıdır. Amacı, şiddet uygulayan veya uygulama ihtimali olan kişinin (şiddet uygulayanın) mağdura yaklaşmasını, iletişim kurmasını veya rahatsız etmesini engelleyerek mağdurun güvenliğini sağlamaktır.
Kaynak: 6284 sayılı Ailenin Korunması ve Kadına Karşı Şiddetin Önlenmesine Dair Kanun m. 2.
"
trafik_cezasi_itiraz,Trafik Cezasına İtiraz Hakkı Nedir ve Kimler İtiraz Edebilir? ,"Trafik cezasına itiraz hakkı, kişiye kesilen trafik cezasının hukuka aykırı olduğunu düşünenlerin, bu cezanın iptali için yasal mercilere başvurma hakkıdır. İtirazı, cezayı alan kişi (sürücü) veya cezaya konu aracın tescil sahibi yapabilir.
Kaynak: Karayolları Trafik Kanunu (KTK) m. 116 ve Kabahatler Kanunu m. 27.
"
evlilik_islemleri,Türkiye'de Yasal Olarak Kimler Evlenebilir? ,"Türkiye'de yasal olarak evlenebilmek için temel şartlar şunlardır:
Evlenme Yaşı: Erkek ve kadın için 18 yaşını doldurmuş olmak. Ancak hakim kararıyla 17 yaşını doldurmuş kişiler evlenebilir (olağanüstü durumlarda 16 yaşını dolduranlar da).
Akıl Sağlığı: Evlenmeye engel bir akıl hastalığının bulunmaması.
Hısımlık: Evlenmeye engel teşkil eden derecede kan veya kayın hısımlığı bulunmaması (örneğin, kardeşler, amca-yeğen gibi).
Mevcut Evliliğin Bulunmaması: Taraflardan birinin halihazırda geçerli bir evliliğinin olmaması (tek eşlilik prensibi).
Kadınlar İçin Bekleme Süresi (İddet Müddeti): Boşanmış veya eşi ölmüş kadınların, önceki evliliğin sona ermesinden itibaren 300 günlük bekleme süresini tamamlaması (hakim kararıyla kaldırılabilir).
Kaynak: Türk Medeni Kanunu (TMK) m. 124-132.
"
vatandaslik_basvurusu,Türk Vatandaşlığına Başvuru Türleri Nelerdir? ,"Türk vatandaşlığına başvuru, genellikle şu yollarla mümkündür:
Evlenme Yoluyla Türk Vatandaşlığı: Bir Türk vatandaşıyla en az 3 yıl evli kalmış ve bu evlilik birliği devam eden yabancılar için.
İstisnai Vatandaşlık: Türkiye'ye yatırım yapanlar, bilim, sanayi, teknoloji, ekonomi, spor, kültür ve sanat alanlarında önemli katkı sağlayacak kişiler veya belirli şartları sağlayan Suriyeliler gibi özel durumlar için.
Türk Soylu Olmak: Türk soyundan gelen yabancılar için (genellikle ""Türk soylu"" olmak, belirli ülkelerdeki azınlık statüsü ile ilişkilidir).
İkamet Yoluyla Türk Vatandaşlığı (Genel Yolla Kazanım): Belirli bir süre Türkiye'de ikamet eden ve diğer şartları sağlayan yabancılar için.
Kaynak: 5901 sayılı Türk Vatandaşlığı Kanunu (TVK) m. 11, 12, 13 ve ilgili yönetmelikler.
"
sahte_urun,Sahte Ürün Nedir ve Hukuki Tanımı Nasıldır? ,"Sahte ürün (taklit ürün), genellikle bir markanın veya tasarımın izinsiz ve hukuka aykırı şekilde kopyalanarak üretilmesi ve piyasaya sürülmesidir. Hukuki anlamda, 6769 sayılı Sınai Mülkiyet Kanunu'na göre tescilli bir marka veya tescilli bir tasarımın, hak sahibinin izni olmaksızın taklit edilerek kullanılmasıyla ortaya çıkan ürünlerdir. Bu, tüketicide yanılgı oluşturarak orijinal ürünle karıştırılma veya orijinal sanılma amacı taşır.
Kaynak: 6769 sayılı Sınai Mülkiyet Kanunu (SMK) m. 7 (Marka İhlali) ve m. 59 (Tasarım İhlali).
"
miras,Miras Bırakanın Vasiyetname Hazırlama Hakkı Var mıdır? ,"Evet, miras bırakan (murisin) sağlığında kendi malvarlığının ölümünden sonra nasıl paylaşılacağını belirlemek için vasiyetname hazırlama hakkı vardır. Vasiyetname ile yasal mirasçılık oranlarına dokunmamak kaydıyla (saklı paylar hariç) malvarlığının bir kısmını veya tamamını belirli kişilere (yasal mirasçı olsun olmasın) bırakabilir. Vasiyetname, hukuken geçerli olabilmesi için belirli şekil şartlarına (el yazılı vasiyetname, resmi vasiyetname, sözlü vasiyetname) uymak zorundadır.
Kaynak: Türk Medeni Kanunu (TMK) m. 531-546.
"
miras,Saklı Paylı Mirasçı Nedir ve Kimlerdir? ,"Saklı paylı mirasçı, miras bırakanın vasiyetname ile dahi mirasından tamamen mahrum edemeyeceği, kanunen belirli bir oran miras hakkı olan yasal mirasçılardır. Saklı paylı mirasçılar şunlardır:
Altsoy (çocuklar, torunlar): Yasal miras paylarının yarısı.
Anne ve baba: Yasal miras paylarının dörtte biri.
Sağ kalan eş: Altsoy veya anne-baba zümresi ile mirasçı olması durumuna göre değişen oranlarda saklı payı vardır.
Kaynak: Türk Medeni Kanunu (TMK) m. 505-506.
"
miras,Miras Reddi (Reddi Miras) Nedir ve Nasıl Yapılır? ,"Miras reddi (reddi miras), mirasçının miras bırakanın ölümünden sonra mirasçılık sıfatını ve dolayısıyla hem haklarını hem de borçlarını reddetmesidir. Bu genellikle miras bırakanın borçlarının malvarlığından fazla olması durumunda tercih edilir. Miras reddi, mirasçıların üç aylık hak düşürücü süre içinde sulh hukuk mahkemesine başvurarak yazılı beyanda bulunmalarıyla yapılır.
Kaynak: Türk Medeni Kanunu (TMK) m. 605-618.
"
miras,Mirasın Paylaşımı Nasıl Yapılır? ,"Mirasın paylaşımı, miras bırakanın borçları ödendikten sonra kalan mirasın yasal mirasçılar veya vasiyetname ile belirlenen kişiler arasında paylaştırılmasıdır. Paylaşım şu şekillerde olabilir:
Anlaşmalı Paylaşım: Tüm mirasçılar anlaşarak bir paylaşım sözleşmesi yapabilirler.
Dava Yoluyla Paylaşım (İzale-i Şüyu Davası): Mirasçılar anlaşamazsa, her bir mirasçı mirasın paylaşılması için sulh hukuk mahkemesinde ""ortaklığın giderilmesi"" (izale-i şüyu) davası açabilir.
Kaynak: Türk Medeni Kanunu (TMK) m. 640-675.
"
miras,Miras Bırakanın Borçları Mirasçılara Geçer mi? ,"Evet, miras bırakanın ölüm anındaki tüm borçları, malvarlığıyla birlikte mirasçılara geçer. Mirasçılar, reddi miras yapmadıkları sürece miras bırakanın borçlarından kişisel olarak ve tüm malvarlıklarıyla sorumlu olurlar. Bu nedenle, mirasın borca batık olma ihtimali varsa, reddi miras seçeneği değerlendirilmelidir.
Kaynak: Türk Medeni Kanunu (TMK) m. 599.
"
miras,Miras Bırakandan Kalan Taşınmaz Malın Tapuda Devri Nasıl Yapılır? ,"Miras bırakanın vefatından sonra kalan taşınmaz malların mirasçılar adına tescili için öncelikle veraset ilamı (mirasçılık belgesi) alınması gerekir. Bu belge, sulh hukuk mahkemelerinden veya noterlerden temin edilebilir. Ardından, tüm mirasçılar veya yetkili temsilcileri ile veraset ilamı, kimlik belgeleri ve ilgili tapu harçlarının ödenmesiyle Tapu Müdürlüğü'ne başvurularak taşınmazın mirasçılar adına tescili sağlanır.
Kaynak: Türk Medeni Kanunu (TMK) m. 598 ve Tapu Sicili Tüzüğü'nün ilgili maddeleri.
"
icra_takibi,İcra Takibi Nedir ve Amacı Nedir? ,"İcra takibi, alacaklının, borçludan alacağını devlet gücü (icra daireleri aracılığıyla) zorla tahsil etmesini sağlayan hukuki bir süreçtir. Amacı, alacaklının yasal yollarla alacağına kavuşmasını sağlamak ve borçlunun borcunu ödemekten kaçınmasını engellemektir.
Kaynak: 2004 sayılı İcra ve İflas Kanunu (İİK) genel hükümleri.
"
icra_takibi,İcra Takibi Nasıl Başlatılır? ,"İcra takibi, alacaklının veya vekilinin yetkili icra dairesine bir takip talebi dilekçesi sunmasıyla başlar. Dilekçede alacaklının ve borçlunun kimlik bilgileri, alacak miktarı ve dayanağı gibi bilgiler yer alır. Takip talebi üzerine icra dairesi, borçluya ödeme emri veya icra emri gönderir.
Kaynak: İcra ve İflas Kanunu (İİK) m. 58 ve devamı.
"
icra_takibi,"Borçlu, Ödeme Emrine veya İcra Emrine Nasıl İtiraz Edebilir? ","Borçluya tebliğ edilen ödeme emri veya icra emrine, tebliğ tarihinden itibaren 7 gün içinde ilgili icra dairesine veya icra mahkemesine itiraz dilekçesi sunarak itiraz edebilir. İtiraz, borcun tamamına veya bir kısmına ya da imzaya ilişkin olabilir. Süresinde ve usulüne uygun yapılan itiraz, icra takibini durdurur.
Kaynak: İcra ve İflas Kanunu (İİK) m. 62.
"
icra_takibi,İcra Takibi Devam Ederken Borçlunun Mallarına Haciz Konulabilir mi? ,"Evet, borçlunun süresi içinde itiraz etmemesi veya itirazın kaldırılması/iptali kararı verilmesi halinde, takip kesinleşir. Takip kesinleştikten sonra alacaklı, borçlunun malvarlığına (taşınır, taşınmaz, banka hesapları, maaş vb.) haciz konulmasını talep edebilir. Haciz, borcun ödenmesini güvence altına alan bir tedbirdir.
Kaynak: İcra ve İflas Kanunu (İİK) m. 78 ve devamı.
"
icra_takibi,Haczedilemeyen Mallar Nelerdir? ,"İcra ve İflas Kanunu'nda, borçlunun ve ailesinin temel yaşam ihtiyaçlarını karşılamak amacıyla bazı mal ve hakların haczedilemeyeceği belirtilmiştir (haczedilmezlik kuralları). Bunlardan bazıları şunlardır:
Borçlunun ve ailesinin geçimi için zorunlu olan eşyalar (buzdolabı, çamaşır makinesi gibi).
Borçlunun mesleğini icra etmesi için gerekli olan alet ve edevat.
Borçlunun gelirinin belirli bir kısmı (maaşın 1/4'ü hariç).
Kanunla özel olarak haczedilemez kabul edilen haklar (örneğin, şeref aylıkları).
Kaynak: İcra ve İflas Kanunu (İİK) m. 82.
"
icra_takibi,İcra Takibine İtiraz Edilmezse veya İtiraz Reddedilirse Sonuçları Neler Olur? ,"Borçlunun ödeme emrine süresinde itiraz etmemesi veya itirazın mahkemece haksız bulunarak kaldırılması/iptal edilmesi durumunda, icra takibi kesinleşir. Bu durumda alacaklı, borçlunun mallarının haczini ve hacizli malların satışını talep ederek alacağını tahsil etme hakkına sahip olur. Ayrıca, borçlu aleyhine icra inkar tazminatı veya kötü niyet tazminatı gibi ek yükümlülükler de doğabilir.
Kaynak: İcra ve İflas Kanunu (İİK) m. 68, 68/a, 68/b ve 78 ve devamı.
"
isim_degistirme,İsim Değiştirme Davası Neden Açılır? ,"İsim değiştirme davası, kişinin mevcut ismini beğenmemesi, isminin gülünç, utanç verici veya alay konusu olması, yanlış yazılmış olması, telaffuzunun zor olması ya da kişinin kendi kültürel veya kişisel tercihleri doğrultusunda farklı bir isim kullanmak istemesi gibi haklı nedenlerle açılır. Kişinin toplum içindeki saygınlığını veya kişiliğini olumsuz etkileyen her türlü durum ""haklı sebep"" olarak değerlendirilebilir.
Kaynak: Türk Medeni Kanunu (TMK) m. 27.
"
isim_degistirme,İsim Değiştirme Davası Nerede Açılır ve Kimler Davacı Olabilir? ,"İsim değiştirme davası, davacının (isim değiştirmek isteyen kişinin) yerleşim yerindeki Asliye Hukuk Mahkemesi'nde açılır. Bu davayı bizzat isim değiştirmek isteyen kişi kendisi açabilir. Eğer kişi reşit değilse (18 yaşından küçükse), onun adına velisi veya vasisi tarafından dava açılması gerekir.
Kaynak: Türk Medeni Kanunu (TMK) m. 27 ve Hukuk Muhakemeleri Kanunu (HMK) ilgili maddeleri.
"
isim_degistirme,İsim Değiştirme Davası İçin Gerekli Şartlar Nelerdir? ,"İsim değiştirme davasının kabul edilmesi için başlıca şartlar şunlardır:
Haklı Bir Sebep Olması: Davacının isim değişikliği talebinin kanunda belirtilen ""haklı sebeplerden"" birine dayanması gerekir. Mahkeme, bu sebebin varlığını araştırır.
Değişikliğin Kamu Düzenine Aykırı Olmaması: Yeni seçilen ismin genel ahlaka, kamu düzenine ve diğer kişilerin haklarına aykırı olmaması gerekir.
İspat: Davacının, isim değiştirme talebini haklı kılan nedenleri (örneğin, isminden dolayı yaşadığı sorunları) mahkemeye sunacağı delillerle (tanık beyanları, dilekçe içeriği vb.) ispatlaması beklenir.
Kaynak: Türk Medeni Kanunu (TMK) m. 27.
"
sicil_temizleme,Adli Sicil Kaydı Hangi Durumlarda Silinir? ,"Adli sicil kaydı, kanunda belirtilen belirli koşullar oluştuğunda silinir. Başlıca silinme nedenleri şunlardır:
Cezanın İnfazının Tamamlanması: Hapis cezasının infazının (çekilmesinin) tamamlanması, denetimli serbestlik süresinin sona ermesi veya para cezasının ödenmesiyle birlikte, belirli bir süre geçtikten sonra (genellikle 5 yıl).
Şartlı Tahliyenin Geri Alınmaması: Şartlı tahliye süresinin iyi halle tamamlanması.
Cezanın Ertelenmesi veya Hükmün Açıklanmasının Geri Bırakılması (HAGB): Erteleme süresinin iyi halli geçirilmesi veya HAGB kararında denetim süresinin tamamlanması.
Af: Özel af veya genel af kanunları ile cezanın affedilmesi.
Ölüm: Mahkumun vefat etmesi.
Kaynak: 5352 sayılı Adli Sicil Kanunu m. 9.
"
sicil_temizleme,Adli Sicil Kaydının Silinmesi İçin Bir Başvuru Yapmak Gerekir mi? ,"Çoğu durumda, 5352 sayılı Adli Sicil Kanunu'na göre, cezanın infazının tamamlanması ve kanunda belirtilen bekleme sürelerinin geçmesiyle birlikte Adli Sicil ve İstatistik Genel Müdürlüğü tarafından adli sicil kaydı re'sen (otomatik olarak) silinir. Ancak, bazı durumlarda (özellikle eski kanun dönemlerine ait kayıtlar veya teknik aksaklıklar nedeniyle) silme işlemi gerçekleşmeyebilir. Bu gibi durumlarda ilgili kuruma yazılı başvuru yapmak gerekebilir.
Kaynak: 5352 sayılı Adli Sicil Kanunu m. 9.
"
sicil_temizleme,Silinen Adli Sicil Kayıtları Tamamen Yok Mu Olur? ,"Hayır, adli sicil kaydından silinen bilgiler tamamen yok olmaz. Silinen kayıtlar, Adli Sicil ve İstatistik Genel Müdürlüğü bünyesindeki ARŞİV kaydına alınır. Bu arşiv kayıtları, sadece belirli ve sınırlı durumlarda (örneğin, soruşturma ve kovuşturma makamları, kamuya personel alımları veya özel kanunlarla yetkilendirilmiş kurumlar tarafından) kullanılabilir. Normal adli sicil belgesinde (sabıka kaydı) bu bilgiler görünmez.
Kaynak: 5352 sayılı Adli Sicil Kanunu m. 10.
"
sicil_temizleme,Hükmün Açıklanmasının Geri Bırakılması (HAGB) Kararı Sicilde Görünür mü? ,"Hükmün Açıklanmasının Geri Bırakılması (HAGB) kararları, adli sicil kaydında yer almaz. Bu kararlar, ayrı bir sisteme kaydedilir ve sadece soruşturma veya kovuşturma makamları, denetimli serbestlik müdürlükleri gibi belirli kurumlar tarafından görülebilir. Denetim süresi iyi halle tamamlandığında, HAGB kararı ortadan kalkar ve dava düşer.
Kaynak: Ceza Muhakemesi Kanunu (CMK) m. 231/5 ve 5352 sayılı Adli Sicil Kanunu m. 10/3.
"
sicil_temizleme,Kamu Görevine Atanmada Adli Sicil Kaydının Etkisi Nedir? ,"Kamu görevine atanmak isteyen kişilerden genellikle adli sicil kaydının temiz olması beklenir. Ancak, sicil kaydının silinmesi veya HAGB kararı verilmiş olması durumunda, normal adli sicil belgesinde bu bilgiler yer almadığından, kişi ""sabıkası yok"" gibi görünür. Ancak bazı özel kanunlar, belirli suçlardan mahkumiyet halinde (adli sicil kaydı silinmiş olsa dahi) kamu görevine atanmaya engel teşkil edebilir. Bu durumlar için ilgili mesleğin özel mevzuatı incelenmelidir.
Kaynak: 657 sayılı Devlet Memurları Kanunu, özel kanunlar ve 5352 sayılı Adli Sicil Kanunu m. 10.
"
sicil_temizleme,Sicil Temizleme İşlemi İçin Avukat Tutmak Şart mıdır? ,"Sicil temizleme işlemi, genellikle kanuni sürelerin geçmesiyle otomatik olarak gerçekleştiğinden, her zaman avukat tutmak şart değildir. Ancak, süreçte bir aksaklık yaşanması, kaydın silinmemesi, arşiv kaydının temizlenmesi talebi veya hukuki danışmanlık ihtiyacı doğduğunda bir avukattan yardım almak, sürecin doğru ve hızlı ilerlemesini sağlayabilir. Avukat, gerekli başvuruları yaparak ve süreci takip ederek hak kaybını önleyebilir.
Kaynak: Genel Hukuk Hizmetleri ve Avukatlık Kanunu.
"
